Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Lutein+Zeaxanthin (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2020/5/7,01:30 PM,Lunch,"Vega One, All In One Shake, Chocolate",0.30 scoop,54,,,,0.24,0.27,4.08,1.53,0.3,0.45,,63,,120,12,84,3.06,17.7,54,,2.1,12,,66,141,,66,,4.5,1.2,,0.3,3.3,1.8,0,0.3,0.9,0.3,0,,,,,,,,,,6,,,,,Beverages
2020/5/7,01:30 PM,Lunch,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",0.60 cup,44.38,0,0,135.54,0.04,0.31,0.1,0.05,0.06,1.8,1.29,14.73,0,300,0.44,72.02,0.09,4.95,180,0.1,0.65,24,0.21,63.21,180,3.36,50.97,0.36,2.16,1.55,0,0.61,0.61,2.31,0,0.51,1.31,0.34,0,0.15,1.13,0.07,0.12,0.21,0.35,0.29,0.06,0.22,4.7,0.19,0.06,0.16,0.21,Beverages
2020/5/7,01:30 PM,Lunch,"Coffee, Prepared From Grounds",1.00 small or tall - each 12 fl oz,3.55,0,142.08,353.03,0.05,0.27,0.68,0.9,0,0,0,7.1,0,0,0,0,0.04,0.36,7.1,0.01,0.04,10.66,0.08,10.66,174.05,0,7.1,0.07,1.67,1.67,0,0,0,0.07,0,0.05,0,0.01,0,0,0,0.01,0.01,0.01,0.02,0,0,0.01,0.43,0,0,0.01,0.01,Beverages
2020/5/7,08:01 PM,Dinner,"Valsoia, Gelato Sandwich Bar",1.00 sandwich,118,,,,,,,,,,,,,,,,,,,,,,,,,,60,,19,0.5,,8,18.5,4,,,,3,0,,,,,,,,,,1,,,,,
2020/5/7,08:37 PM,Dinner,"Cauliflower, Cooked from Fresh","1.00 cup, cut pieces",28.52,0,0,115.32,0.05,0.06,0.51,0.63,0.21,0,8.68,54.56,35.96,14.88,54.93,0,0.09,17.11,19.84,0.02,0.4,11.16,0.16,39.68,176.09,0.74,18.6,0.21,5.1,2.85,0.2,2.58,2.24,0.56,0,0.04,0.27,0.09,0,0.21,0,0.03,0.05,0.09,0.13,0.12,0.03,0.08,2.28,0.08,0.03,0.05,0.11,Vegetables and Vegetable Products
2020/5/7,08:37 PM,Dinner,"Carrots, Cooked From Fresh",101.50 g,35.52,0,0,91.52,0.07,0.04,0.65,0.24,0.16,0,8456.74,14.21,697.28,17288,3.65,0,1.05,13.91,30.45,0.02,0.35,10.15,0.16,30.45,238.52,0.71,58.87,0.2,8.34,3.04,0.17,3.5,5.3,0.18,0,0.01,0.09,0.03,0,0,0,0.07,0.03,0.06,0.09,0.08,0.02,0.05,0.77,0.16,0.01,0.04,0.06,Vegetables and Vegetable Products
2020/5/7,08:37 PM,Dinner,"Red Bell Peppers, Cooked",0.50 cup,11.97,0,0,39.28,0.03,0.01,0.2,0.03,0.1,0,652.04,6.84,20.1,1257.47,73.11,0,0.71,2.18,3.85,0.03,0.2,4.28,0.05,7.7,70.98,0.13,0.86,0.05,2.86,0.51,0.03,1.88,2.35,0.09,0,0.01,0.05,0.01,0,0,0,0.01,0.01,0.01,0.02,0.02,0,0.01,0.39,0.01,0.01,0.01,0.02,Vegetables and Vegetable Products
2020/5/8,03:49 PM,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
2020/5/8,03:49 PM,Breakfast,"Coffee, Prepared From Grounds",2.50 small or tall - each 12 fl oz,8.88,0,355.2,882.58,0.12,0.67,1.7,2.26,0.01,0,0,17.76,0,0,0,0,0.09,0.89,17.76,0.02,0.09,26.64,0.2,26.64,435.12,0,17.76,0.18,4.17,4.17,0,0,0,0.18,0,0.13,0.01,0.02,0,0,0,0.02,0.02,0.02,0.04,0.01,0,0.03,1.07,0.01,0,0.02,0.03,Beverages
2020/5/8,03:49 PM,Breakfast,"Vega One, All In One Shake, Chocolate",1.25 scoop,225,,,,1,1.13,17,6.38,1.25,1.88,,262.5,,500,50,350,12.75,73.75,225,,8.75,50,,275,587.5,,275,,18.75,5,,1.25,13.75,7.5,0,1.25,3.75,1.25,0,,,,,,,,,,25,,,,,Beverages
2020/5/8,03:49 PM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",3.00 cup,221.88,0,0,677.69,0.2,1.53,0.52,0.23,0.3,9,6.45,73.64,0,1499.98,2.19,360.12,0.45,24.77,899.99,0.52,3.24,120,1.06,316.05,899.99,16.8,254.86,1.8,10.78,7.74,0,3.05,3.04,11.57,0,2.56,6.53,1.68,0,0.77,5.67,0.34,0.58,1.04,1.75,1.43,0.29,1.12,23.49,0.93,0.31,0.81,1.07,Beverages
2020/5/8,03:50 PM,Breakfast,"Kashi, GoLEAN Original Cereal","1.20 cup, whole pieces",172.62,0,0,2.11,0.23,0.12,1.81,0.51,0.21,0,18.93,42.88,248.34,37.31,0.22,0,0.29,2.45,38.42,0.35,1.73,57.35,1.49,192.1,374.19,16.26,110.25,1.55,38.4,12.48,18.15,7.68,25.93,1.92,0,0.45,0.94,0.29,0,0.09,0.83,0.19,0.29,0.49,0.91,0.59,0.17,0.56,11.52,0.41,0.15,0.39,0.54,Breakfast Cereals
2020/5/8,03:50 PM,Lunch,"Tossed Salad, Plain, without Dressing","2.50 cup, chopped",19.95,0,0,136.29,0.06,0.04,0.18,0.13,0.06,0,426.07,41.32,394.72,715.34,3.99,0,0.31,34.34,25.65,0.04,0.58,9.97,0.18,28.5,200.92,0.14,14.25,0.21,4.23,1.71,0,2.81,2.52,0.2,0,0.01,0.11,0.03,0,0.07,0,0.01,0.01,0.03,0.04,0.03,0.01,0.03,1.28,0.04,0.01,0.01,0.03,Vegetables and Vegetable Products
2020/5/8,03:51 PM,Lunch,"Tomato Raw, Includes Cherry, Grape, Roma",10.00 cherry,30.6,0,0,160.68,0.06,0.03,1.01,0.15,0.14,0,763.3,25.5,209.1,1416.1,23.29,0,0.92,13.43,17,0.1,0.46,18.7,0.19,40.8,402.9,0,8.5,0.29,6.61,2.04,0,4.47,4.57,0.34,0,0.05,0.14,0.05,0,0.01,0,0.02,0.02,0.03,0.04,0.05,0.01,0.05,1.5,0.05,0.01,0.02,0.03,Vegetables and Vegetable Products
2020/5/8,03:51 PM,Lunch,Hass Avocado,1.00 each,227.12,0,0,98.37,0.1,0.19,2.6,1.99,0.39,0,85.68,121.04,368.56,199.92,11.97,0,2.62,28.56,17.68,0.23,0.83,39.44,0.2,73.44,689.52,0.54,10.88,0.92,11.75,9.25,0.15,0.41,2.5,20.96,0,13.33,2.47,2.89,0,0.15,2.3,0.04,0.07,0.11,0.19,0.18,0.05,0.13,2.67,0.1,0.03,0.07,0.14,Fruits and Fruit Juices
2020/5/8,07:27 AM,Dinner,"Caesar Salad, with Dressing","3.00 cup, chopped",338.21,0,0,125.89,0.19,0.19,1.32,0.39,0.12,0.13,6146.47,191.09,2733.42,10313.05,4.81,3.18,2.01,160.53,128.9,0.1,2.13,27.71,0.3,109.4,348.29,8.97,832.6,0.76,18.65,3.65,10.81,3.32,14.99,26.99,21.09,7.32,12.81,5.28,1.21,1.59,10.66,0.06,0.14,0.27,0.48,0.33,0.12,0.31,6.18,0.21,0.07,0.24,0.32,"Meals, Entrees, and Sidedishes"
2020/5/8,07:28 AM,Dinner,"Pizza, Homemade or Restaurant, Cheese, Thin Crust",140.00 g,390.13,0,0,104.3,0.51,0.49,3.61,0.7,0.14,0.9,119.4,139.16,22.88,608.95,2.84,8.4,1.18,11.31,405.63,0.14,2.8,33.32,0.42,371.92,285.04,33.32,1094.86,2.52,43.06,2.5,34.4,3.35,40.56,15.79,35.63,3.89,3.07,7.04,0.42,0.34,2.55,0.18,0.44,0.87,1.48,0.77,0.4,0.89,18.94,0.74,0.36,0.8,1.02,"Meals, Entrees, and Sidedishes"
2020/5/8,07:28 AM,Dinner,"Klondike, ice cream sandwich, cookie, Oreo",1.00 Each,210,0,,,,,,,,,,,,200,0,,,,40,,2.7,,,,,,230,,35,1,,17,34,6,5,,,1.5,0,,,,,,,,,,3,,,,,Dairy and Egg Products
2020/5/8,03:51 PM,Snack,"Coffee, Prepared From Grounds",1.50 small or tall - each 12 fl oz,5.33,0,213.12,529.55,0.07,0.4,1.02,1.35,0.01,0,0,10.66,0,0,0,0,0.05,0.53,10.66,0.01,0.05,15.98,0.12,15.98,261.07,0,10.66,0.11,2.5,2.5,0,0,0,0.11,0,0.08,0.01,0.01,0,0,0,0.01,0.01,0.01,0.03,0.01,0,0.02,0.64,0.01,0,0.01,0.02,Beverages
2020/5/8,03:52 PM,Snack,"Vega One, All In One Shake, Chocolate",0.70 scoop,126,,,,0.56,0.63,9.52,3.57,0.7,1.05,,147,,280,28,196,7.14,41.3,126,,4.9,28,,154,329,,154,,10.5,2.8,,0.7,7.7,4.2,0,0.7,2.1,0.7,0,,,,,,,,,,14,,,,,Beverages
2020/5/8,03:52 PM,Snack,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.00 cup,73.96,0,0,225.9,0.07,0.51,0.17,0.08,0.1,3,2.15,24.55,0,499.99,0.73,120.04,0.15,8.26,300,0.17,1.08,40,0.35,105.35,300,5.6,84.95,0.6,3.59,2.58,0,1.02,1.01,3.86,0,0.85,2.18,0.56,0,0.26,1.89,0.11,0.19,0.35,0.58,0.48,0.1,0.37,7.83,0.31,0.1,0.27,0.36,Beverages
2020/5/9,11:31 AM,Breakfast,"Broccoli, Raw","1.00 cup, chopped",30.94,0,0,81.26,0.06,0.11,0.58,0.52,0.16,0,328.51,57.33,1276.72,566.93,81.17,0,1.31,92.82,42.77,0.04,0.66,19.11,0.19,60.06,287.56,2.27,30.03,0.37,6.04,2.37,0,1.55,3.68,0.34,0,0.03,0.1,0.1,0,0.06,0,0.03,0.05,0.07,0.12,0.12,0.03,0.11,2.57,0.08,0.03,0.05,0.11,Vegetables and Vegetable Products
2020/5/9,11:31 AM,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
2020/5/9,11:31 AM,Breakfast,"Strawberries, Fresh","0.70 cup, halves",34.05,0,0,96.77,0.03,0.02,0.41,0.13,0.05,0,7.45,25.54,27.66,12.77,62.56,0,0.3,2.34,17.02,0.05,0.44,13.83,0.41,25.54,162.79,0.43,1.06,0.15,8.17,2.13,0.04,5.2,6.04,0.32,0,0.05,0.16,0.02,0,0.07,0.1,0.01,0.01,0.02,0.04,0.03,0,0.02,0.71,0.02,0.01,0.02,0.02,Fruits and Fruit Juices
2020/5/9,11:34 AM,Breakfast,"Blueberries, Fresh","0.50 cup, whole pieces",42.18,0,0,62.31,0.03,0.03,0.31,0.09,0.04,0,23.68,4.44,59.2,39.96,7.18,0,0.43,14.28,4.44,0.04,0.21,4.44,0.25,8.88,56.98,0.07,0.74,0.12,10.72,1.78,0.02,7.37,8.95,0.24,0,0.03,0.11,0.02,0,0.04,0.07,0.01,0.01,0.02,0.03,0.01,0.01,0.02,0.55,0.01,0,0.01,0.02,Fruits and Fruit Juices
2020/5/9,12:46 PM,Breakfast,"Vega One, All In One Shake, Chocolate",1.00 scoop,180,,,,0.8,0.9,13.6,5.1,1,1.5,,210,,400,40,280,10.2,59,180,,7,40,,220,470,,220,,15,4,,1,11,6,0,1,3,1,0,,,,,,,,,,20,,,,,Beverages
2020/5/9,12:46 PM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
2020/5/9,12:46 PM,Lunch,"Kashi, GoLEAN Original Cereal","1.00 cup, whole pieces",143.85,0,0,1.76,0.19,0.1,1.51,0.42,0.18,0,15.78,35.73,206.95,31.09,0.19,0,0.24,2.04,32.02,0.29,1.44,47.79,1.24,160.09,311.82,13.55,91.88,1.29,32,10.4,15.12,6.4,21.6,1.6,0,0.37,0.79,0.24,0,0.07,0.69,0.16,0.24,0.41,0.76,0.49,0.14,0.47,9.6,0.34,0.12,0.33,0.45,Breakfast Cereals
2020/5/9,11:31 AM,Lunch,"Coffee, Prepared From Grounds",3.00 small or tall - each 12 fl oz,10.66,0,426.24,1059.1,0.15,0.81,2.04,2.71,0.01,0,0,21.31,0,0,0,0,0.11,1.07,21.31,0.02,0.11,31.97,0.25,31.97,522.14,0,21.31,0.21,5.01,5.01,0,0,0,0.21,0,0.16,0.01,0.02,0,0,0,0.02,0.02,0.02,0.05,0.01,0,0.03,1.28,0.01,0,0.02,0.03,Beverages
2020/5/9,12:47 PM,Lunch,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.50 cup,184.9,0,0,564.74,0.16,1.28,0.43,0.19,0.25,7.5,5.38,61.36,0,1249.99,1.83,300.1,0.38,20.64,749.99,0.44,2.7,100,0.89,263.37,749.99,14,212.38,1.5,8.98,6.45,0,2.54,2.53,9.64,0,2.13,5.44,1.4,0,0.64,4.73,0.29,0.48,0.87,1.46,1.19,0.24,0.94,19.57,0.78,0.26,0.67,0.89,Beverages
2020/5/9,12:48 PM,Lunch,"Vega One, All In One Shake, Chocolate",0.60 scoop,108,,,,0.48,0.54,8.16,3.06,0.6,0.9,,126,,240,24,168,6.12,35.4,108,,4.2,24,,132,282,,132,,9,2.4,,0.6,6.6,3.6,0,0.6,1.8,0.6,0,,,,,,,,,,12,,,,,Beverages
2020/5/9,07:19 PM,Dinner,"Salmon, Atlantic, Wild, Cooked",3.00 oz,154.79,0,0,50.71,0.23,0.41,8.57,1.63,0.8,2.59,0,24.66,0,37.42,0,295.97,3.37,0.62,12.76,0.27,0.88,31.47,0.02,217.72,534.11,39.8,47.63,0.7,0,0,0,0,0,6.91,60.38,2.29,2.77,1.07,0,2.29,0.48,0.23,0.64,1,1.76,1.99,0.64,0.84,21.64,0.95,0.24,0.73,1.11,Finfish and Shellfish Products
2020/5/9,07:20 PM,Dinner,"Tortellini, Cheese Filled, Without Sauce","1.00 cup, whole pieces",246.92,0,0,77.63,0.31,0.42,2.19,0.73,0.1,0.67,22.53,88.62,108.74,368.1,0.25,27.78,0.35,0.75,132.51,0.07,2.04,20.24,0.27,166.43,175.24,22.53,1113.88,0.85,31.68,1.15,26.02,1.49,30.52,8.39,129.01,2.54,0.78,4.25,0.17,0.05,0.64,0.16,0.29,0.45,0.86,0.67,0.23,0.49,10.33,0.38,0.12,0.41,0.53,Cereal Grains and Pasta
2020/5/9,07:20 PM,Dinner,"Broccoli, Cooked From Fresh","0.80 cup, chopped",43.68,0,0,111.38,0.08,0.15,0.69,0.77,0.25,0,1159.37,134.78,1347.82,1931.87,80.99,0,2.52,175.96,49.92,0.08,0.84,26.21,0.24,83.61,365.66,2,51.17,0.56,8.96,4.12,0,1.73,4.84,0.51,0,0.05,0.21,0.1,0,0.15,0,0.04,0.08,0.11,0.18,0.19,0.05,0.14,2.97,0.12,0.04,0.07,0.17,Vegetables and Vegetable Products
2020/5/9,07:20 PM,Dinner,"Cauliflower, Cooked from Fresh","0.80 cup, cut pieces",22.82,0,0,92.26,0.04,0.05,0.41,0.5,0.17,0,6.94,43.65,28.77,11.9,43.95,0,0.07,13.69,15.87,0.02,0.32,8.93,0.13,31.74,140.87,0.6,14.88,0.17,4.08,2.28,0.16,2.06,1.8,0.45,0,0.03,0.22,0.07,0,0.17,0,0.02,0.04,0.07,0.11,0.1,0.03,0.07,1.83,0.07,0.02,0.04,0.09,Vegetables and Vegetable Products
2020/5/9,07:20 PM,Dinner,"Zucchini, Cooked from Fresh","0.50 cup, diced",15.75,0,0,99.98,0.04,0.03,0.54,0.3,0.08,0,703.48,29.4,1207.46,1172.81,13.54,0,0.13,4.41,18.9,0.05,0.39,19.95,0.18,38.85,277.19,0.21,3.15,0.35,2.82,1.05,0,1.8,1.77,0.38,0,0.03,0.16,0.08,0,0.1,0.06,0.01,0.01,0.02,0.04,0.04,0.01,0.02,1.2,0.02,0.01,0.02,0.03,Vegetables and Vegetable Products
2020/5/10,01:07 PM,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
2020/5/10,01:07 PM,Breakfast,"Coffee, Prepared From Grounds",2.50 small or tall - each 12 fl oz,8.88,0,355.2,882.58,0.12,0.67,1.7,2.26,0.01,0,0,17.76,0,0,0,0,0.09,0.89,17.76,0.02,0.09,26.64,0.2,26.64,435.12,0,17.76,0.18,4.17,4.17,0,0,0,0.18,0,0.13,0.01,0.02,0,0,0,0.02,0.02,0.02,0.04,0.01,0,0.03,1.07,0.01,0,0.02,0.03,Beverages
2020/5/10,01:07 PM,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.20 cup,162.71,0,0,496.97,0.14,1.12,0.38,0.17,0.22,6.6,4.73,54,0,1099.99,1.61,264.09,0.33,18.17,659.99,0.38,2.38,88,0.78,231.77,659.99,12.32,186.89,1.32,7.91,5.68,0,2.23,2.23,8.48,0,1.88,4.79,1.23,0,0.57,4.16,0.25,0.42,0.76,1.28,1.05,0.21,0.82,17.22,0.68,0.23,0.59,0.79,Beverages
2020/5/10,01:07 PM,Breakfast,"Vega One, All In One Shake, Chocolate",0.80 scoop,144,,,,0.64,0.72,10.88,4.08,0.8,1.2,,168,,320,32,224,8.16,47.2,144,,5.6,32,,176,376,,176,,12,3.2,,0.8,8.8,4.8,0,0.8,2.4,0.8,0,,,,,,,,,,16,,,,,Beverages
2020/5/10,01:08 PM,Breakfast,"Kashi, GoLEAN Original Cereal","1.00 cup, whole pieces",143.85,0,0,1.76,0.19,0.1,1.51,0.42,0.18,0,15.78,35.73,206.95,31.09,0.19,0,0.24,2.04,32.02,0.29,1.44,47.79,1.24,160.09,311.82,13.55,91.88,1.29,32,10.4,15.12,6.4,21.6,1.6,0,0.37,0.79,0.24,0,0.07,0.69,0.16,0.24,0.41,0.76,0.49,0.14,0.47,9.6,0.34,0.12,0.33,0.45,Breakfast Cereals
2020/5/10,01:59 PM,Lunch,"Beyond Meat, Burger, Plant-Based",1.50 patty,390,,,,,,,,,,,,,,,0,,,150,,6,,,,420,,525,,7.5,3,,0,4.5,27,0,,,7.5,0,,,,,,,,,,30,,,,,"Meals, Entrees, and Sidedishes"
2020/5/10,02:00 PM,Lunch,"Spinach, Raw","1.50 cup, cut pieces",10.35,0,0,41.13,0.04,0.09,0.33,0.03,0.09,0,2531.79,87.3,5489.31,4219.81,12.65,0,0.88,217.31,44.55,0.06,1.22,35.55,0.4,22.05,251.11,0.45,35.55,0.24,1.63,0.99,0.05,0.19,0.64,0.18,0,0,0.07,0.03,0,0.06,0,0.02,0.03,0.07,0.1,0.08,0.02,0.06,1.29,0.05,0.02,0.05,0.07,Vegetables and Vegetable Products
2020/5/10,01:59 PM,Lunch,"Lettuce, Romaine or Cos","1.00 cup, chopped",7.99,0,0,44.46,0.03,0.03,0.15,0.07,0.03,0,2455.91,63.91,1086.5,4093.18,1.88,0,0.06,48.17,15.51,0.02,0.46,6.58,0.07,14.1,116.08,0.19,3.76,0.11,1.55,0.99,0,0.56,0.56,0.14,0,0.01,0.08,0.02,0,0.05,0,0,0.01,0.02,0.04,0.03,0.01,0.03,0.58,0.02,0,0.01,0.03,Vegetables and Vegetable Products
2020/5/10,02:00 PM,Lunch,"Tomato Raw, Includes Cherry, Grape, Roma",1.00 roma,9.61,0,0,50.44,0.02,0.01,0.32,0.05,0.04,0,239.6,8,65.64,444.52,7.31,0,0.29,4.22,5.34,0.03,0.14,5.87,0.06,12.81,126.47,0,2.67,0.09,2.08,0.64,0,1.4,1.44,0.11,0,0.02,0.04,0.01,0,0,0,0,0.01,0.01,0.01,0.01,0,0.01,0.47,0.01,0,0.01,0.01,Vegetables and Vegetable Products
2020/5/10,02:33 PM,Lunch,"Hershey's, Milk Chocolate Bar","0.30 regular size bar - each 1.55 oz - 5 3/8"" long",69.01,0,2.58,0.19,0.01,0.04,0.05,0.06,0,0.1,0,1.42,0.77,25.15,0,0,0.07,0.74,24.38,0.06,0.3,8.13,0.06,26.83,47.99,0.58,10.19,0.3,7.66,0.44,0.17,6.64,7.22,3.83,2.97,0.93,0.18,2.39,0.12,0.02,0.04,0.01,0.02,0.05,0.08,0.06,0.02,0.04,0.99,0.04,0.01,0.04,0.06,Sweets
2020/5/10,08:35 PM,Dinner,"Brown Rice, Steamed",1.00 cup,248.45,0,0,141.94,0.36,0.14,5.17,0.77,0.25,0,0,18.18,0,0,0,0,0.34,0.4,6.06,0.21,1.13,78.78,1.97,208.05,173.72,11.72,8.08,1.43,51.67,3.23,50.07,0.48,48.44,1.96,0,0.75,0.74,0.53,0,0.02,0.72,0.06,0.13,0.22,0.43,0.2,0.12,0.27,5.53,0.19,0.07,0.2,0.31,Cereal Grains and Pasta
2020/5/10,08:35 PM,Dinner,"Brussels Sprouts, Cooked from Fresh",0.50 cup,40.13,0,0,99.09,0.12,0.09,0.68,0.28,0.2,0,518.31,66.88,1437.89,863.85,69.11,0,0.48,156.39,40.13,0.09,1.34,22.29,0.25,62.42,353.34,1.67,23.41,0.37,7.91,2.9,0.39,1.94,5.02,0.56,0,0.04,0.28,0.11,0,0.19,0,0.02,0.06,0.11,0.13,0.13,0.03,0.08,2.84,0.1,0.03,0.04,0.13,Vegetables and Vegetable Products
2020/5/10,08:35 PM,Dinner,"Red Bell Peppers, Raw","0.75 ring - 3"" diameter x 1/4""",1.95,0,0,6.92,0,0.01,0.07,0.02,0.02,0,121.8,3.45,3.83,234.83,9.58,0,0.12,0.37,0.53,0,0.03,0.9,0.01,1.95,15.83,0.01,0.3,0.02,0.45,0.16,0,0.32,0.29,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,Vegetables and Vegetable Products
2020/5/10,08:36 PM,Dinner,"Chicken Breast, Skin Removed Before Cooking",2.00 oz,98.09,0,0,36.72,0.04,0.07,7.04,0.55,0.34,0.19,0,2.27,0,16.44,0,2.83,0.15,0.17,8.5,0.03,0.6,15.31,0.01,122.47,140.05,13.83,43.66,0.7,0,0,0,0,0,2.56,48.19,0.87,0.56,0.72,0.05,0.06,0.46,0.22,0.54,0.93,1.31,1.49,0.48,0.7,17.53,0.74,0.2,0.59,0.87,Poultry Products
2020/5/10,08:36 PM,Dinner,"Klondike, ice cream sandwich, cookie, Oreo",1.00 Each,210,0,,,,,,,,,,,,200,0,,,,40,,2.7,,,,,,230,,35,1,,17,34,6,5,,,1.5,0,,,,,,,,,,3,,,,,Dairy and Egg Products
2020/5/10,08:37 PM,Dinner,Nestle Toll House Chocolate Chips,3.00 Tablespoon,210,,,,,,,,,,,,,,,,,,,,,,,,,,0,,27,,,24,27,12,0,,,7.5,,,,,,,,,,,,,,,,Sweets
2020/5/11,12:23 PM,Breakfast,"Banana, Fresh","1.00 medium - 7"" to 7 7/8"" long",105.02,0,0,88.39,0.04,0.09,0.78,0.39,0.43,0,30.68,23.6,25.96,75.52,10.27,0,0.15,0.59,5.9,0.09,0.31,31.86,0.32,25.96,422.44,1.18,1.18,0.18,26.95,3.07,6.35,14.43,23.88,0.39,0,0.04,0.09,0.13,0,0.03,0.05,0.01,0.09,0.03,0.08,0.06,0.01,0.06,1.29,0.03,0.01,0.01,0.06,Fruits and Fruit Juices
2020/5/11,12:23 PM,Breakfast,"Coffee, Prepared From Grounds",2.00 small or tall - each 12 fl oz,7.1,0,284.16,706.07,0.1,0.54,1.36,1.8,0.01,0,0,14.21,0,0,0,0,0.07,0.71,14.21,0.01,0.07,21.31,0.16,21.31,348.1,0,14.21,0.14,3.34,3.34,0,0,0,0.14,0,0.11,0.01,0.01,0,0,0,0.01,0.01,0.01,0.04,0.01,0,0.02,0.85,0.01,0,0.01,0.02,Beverages
2020/5/11,12:23 PM,Breakfast,"Vega One, All In One Shake, Chocolate",0.80 scoop,144,,,,0.64,0.72,10.88,4.08,0.8,1.2,,168,,320,32,224,8.16,47.2,144,,5.6,32,,176,376,,176,,12,3.2,,0.8,8.8,4.8,0,0.8,2.4,0.8,0,,,,,,,,,,16,,,,,Beverages
2020/5/11,12:23 PM,Breakfast,"Strawberries, Fresh","1.00 cup, halves",48.64,0,0,138.24,0.04,0.03,0.59,0.19,0.07,0,10.64,36.48,39.52,18.24,89.37,0,0.43,3.34,24.32,0.07,0.62,19.76,0.59,36.48,232.56,0.61,1.52,0.21,11.67,3.04,0.06,7.43,8.63,0.46,0,0.07,0.24,0.02,0,0.1,0.14,0.01,0.02,0.02,0.05,0.04,0,0.03,1.02,0.03,0.01,0.03,0.03,Fruits and Fruit Juices
2020/5/11,12:24 PM,Breakfast,"Blueberries, Fresh","1.00 cup, whole pieces",84.36,0,0,124.63,0.05,0.06,0.62,0.18,0.08,0,47.36,8.88,118.4,79.92,14.36,0,0.86,28.56,8.88,0.08,0.41,8.88,0.5,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0,0.07,0.22,0.04,0,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.1,0.03,0,0.01,0.05,Fruits and Fruit Juices
